model,year,motor_type,running,wheel,color,type,status,motor_volume,price
nissan,2019,petrol,19500  km,left,silver,sedan,good,2.0,15700
mercedes-benz,2016,petrol,130000  km,left,black,sedan,excellent,2.0,40000
hyundai,2011,gas,155000  miles,left,gray,sedan,excellent,2.0,10300
hyundai,2022,petrol,5000  km,left,black,sedan,excellent,2.0,15750
mercedes-benz,2012,petrol,89000  km,left,white,sedan,excellent,2.0,15500
toyota,2019,petrol,42504  km,left,black,sedan,excellent,2.0,31000
mercedes-benz,2020,petrol,26000  km,left,black,sedan,excellent,2.0,15750
hyundai,2016,petrol,43000  miles,left,blue,sedan,good,2.0,14000
hyundai,2013,gas,90000  miles,left,gray,sedan,excellent,2.0,9200
toyota,2016,petrol,87000  km,left,black,sedan,excellent,2.0,16500
hyundai,2020,petrol,49000  miles,left,gray,sedan,good,2.0,12700
mercedes-benz,1997,gas,209000  km,left,blue,sedan,good,2.0,5700
kia,2019,petrol,78000  miles,left,white,sedan,excellent,2.0,15750
hyundai,2020,petrol,38000  miles,left,silver,sedan,excellent,2.0,15500
mercedes-benz,2010,petrol,157000  km,left,white,sedan,good,1.8,12000
kia,2019,petrol,63800  miles,left,gray,sedan,excellent,2.0,17900
toyota,2017,petrol,110000  km,left,white,sedan,excellent,1.6,19000
hyundai,2018,petrol,68000  miles,left,white,hatchback,excellent,2.0,11800
kia,2019,petrol,22000  miles,left,black,sedan,excellent,2.0,17000
kia,2017,gas,58000  miles,left,white,sedan,excellent,2.0,12900
hyundai,2019,petrol,45000  miles,left,black,sedan,excellent,2.0,13700
kia,2010,petrol,158000  miles,left,black,sedan,good,2.0,7300
mercedes-benz,2008,petrol,190000  km,left,white,sedan,good,3.0,14800
toyota,2011,gas,72000  miles,left,silver,sedan,excellent,2.0,10200
nissan,2017,petrol,122000  miles,left,silver,Universal,excellent,2.5,16500
mercedes-benz,2009,gas,145000  km,left,white,sedan,excellent,2.0,13000
hyundai,2018,petrol,73000  km,left,black,sedan,excellent,2.0,12900
nissan,2019,petrol,66000  miles,left,white,suv,excellent,2.0,21500
toyota,2013,petrol,180000  km,left,white,sedan,good,1.8,12500
hyundai,2020,petrol,29000  miles,left,gray,sedan,excellent,2.0,16000
kia,2011,petrol,230000  km,left,black,sedan,good,1.6,8600
nissan,2017,petrol,100000  miles,left,red,suv,excellent,2.5,16000
kia,2019,petrol,44500  miles,left,white,sedan,excellent,2.0,18000
hyundai,2019,petrol,30200  miles,left,black,sedan,good,2.0,15500
nissan,2017,petrol,56000  km,left,gray,suv,excellent,2.5,18900
kia,2017,petrol,77000  miles,left,other,sedan,excellent,2.0,13000
nissan,2017,petrol,78000  miles,left,black,Universal,excellent,2.5,17500
kia,2012,petrol,183000  miles,left,black,sedan,good,2.0,7900
kia,2017,petrol,60000  miles,left,silver,sedan,good,2.0,12000
nissan,2020,petrol,19000  miles,left,black,suv,excellent,2.0,19500
kia,2019,petrol,46000  miles,left,black,sedan,excellent,2.0,16600
hyundai,2020,petrol,128000  km,left,white,sedan,excellent,2.0,14500
toyota,2020,petrol,300000  km,left,white,sedan,normal,2.0,13000
mercedes-benz,2015,petrol,190000  km,left,white,sedan,excellent,2.0,26700
mercedes-benz,1997,petrol and gas,180000  km,left,blue,sedan,good,1.8,15750
kia,2018,petrol,59000  miles,left,blue,sedan,good,2.0,13500
toyota,2008,petrol and gas,150000  km,left,green,sedan,excellent,1.8,9500
nissan,2017,petrol,43000  miles,left,black,suv,excellent,2.0,17600
nissan,2017,petrol,146000  km,left,silver,suv,good,2.0,14600
mercedes-benz,2008,petrol,205000  km,left,golden,sedan,normal,2.0,15750
hyundai,2020,petrol,60000  miles,left,black,sedan,new,2.0,15000
toyota,2016,petrol,85000  km,left,black,sedan,excellent,2.0,15300
kia,2018,gas,83000  miles,left,red,Universal,excellent,2.0,14900
toyota,2016,gas,115000  km,left,white,sedan,excellent,2.0,16500
toyota,2020,petrol,67500  km,left,black,sedan,excellent,1.8,18500
mercedes-benz,1999,gas,277000  km,left,blue,sedan,excellent,2.0,6000
mercedes-benz,1998,petrol,152000  km,left,black,sedan,excellent,2.0,4600
nissan,2021,petrol,18211  miles,left,gray,suv,excellent,2.5,35000
toyota,2011,gas,145000  km,left,black,sedan,good,1.8,15750
hyundai,2015,petrol,42000  miles,left,gray,sedan,excellent,2.0,11500
nissan,2021,petrol,27000  km,left,red,suv,new,2.5,30000
hyundai,2023,petrol,12500  km,left,silver,sedan,excellent,2.0,26000
kia,2019,petrol,37000  miles,left,red,sedan,excellent,2.0,14400
kia,2019,petrol,21000  km,left,blue,sedan,excellent,2.0,14900
hyundai,2018,petrol,57000  miles,left,red,sedan,excellent,2.0,16000
mercedes-benz,1995,gas,350000  km,left,silver,sedan,good,2.0,6000
kia,2020,petrol,37000  miles,left,silver,sedan,excellent,2.0,15000
nissan,2018,petrol,100000  miles,left,silver,suv,excellent,2.0,17500
nissan,2017,petrol,48000  miles,left,other,suv,excellent,2.0,17000
nissan,2017,petrol,93000  km,left,white,suv,excellent,2.0,15600
hyundai,2011,petrol,105000  miles,left,black,sedan,excellent,2.0,12000
nissan,2015,petrol,90000  miles,left,cherry,suv,excellent,2.0,14900
toyota,2021,petrol,9000  km,left,black,sedan,excellent,2.0,26000
mercedes-benz,2015,petrol,120000  km,left,cherry,sedan,excellent,2.0,25500
toyota,2022,petrol,4000  km,left,black,hatchback,excellent,2.0,25000
toyota,2016,petrol,74000  miles,left,other,sedan,excellent,2.0,14700
kia,2020,petrol,17000  miles,left,white,sedan,excellent,2.0,18500
kia,2019,petrol,58000  miles,left,blue,sedan,excellent,2.0,15500
mercedes-benz,2009,petrol,123000  miles,left,red,sedan,excellent,2.0,12000
kia,2021,petrol,7700  km,left,blue,sedan,excellent,2.0,25500
mercedes-benz,2017,petrol,20000  km,left,silver,sedan,excellent,2.0,32800
mercedes-benz,2016,petrol,103000  km,left,black,sedan,excellent,2.0,25000
mercedes-benz,1998,petrol,155000  km,left,other,sedan,excellent,2.0,7000
mercedes-benz,2009,gas,160  km,left,brown,sedan,good,2.0,11700
nissan,2020,petrol,52000  miles,left,gray,suv,excellent,2.0,19000
toyota,2019,petrol,29000  km,left,white,sedan,excellent,2.0,23500
toyota,2023,petrol,50  km,left,brown,sedan,good,1.2,24000
toyota,2019,petrol,57800  miles,left,purple,sedan,good,2.0,16500
mercedes-benz,2008,petrol,102000  miles,left,white,sedan,excellent,3.0,11800
toyota,2016,petrol,100000  km,left,black,sedan,excellent,1.6,17500
toyota,2016,petrol,69000  miles,left,gray,sedan,good,2.0,12000
hyundai,2015,petrol,111111  miles,left,white,sedan,good,2.0,11300
nissan,2017,petrol,47900  miles,left,red,suv,excellent,2.0,16500
hyundai,2018,gas,67000  km,left,blue,sedan,good,2.0,15500
nissan,2018,petrol,83600  km,left,gray,suv,excellent,2.5,18500
nissan,2017,petrol,180000  km,left,white,suv,excellent,2.0,17500
mercedes-benz,2018,petrol,69000  km,left,black,sedan,excellent,2.0,25400
hyundai,2017,petrol,120000  miles,left,white,sedan,good,2.0,12400
toyota,2014,petrol,170000  km,left,black,sedan,good,2.0,16500
nissan,2018,petrol,68900  miles,left,blue,suv,good,2.0,19500
nissan,2019,petrol,31000  miles,left,black,suv,excellent,2.0,19500
toyota,2022,petrol,20  km,left,white,sedan,excellent,2.0,28500
